DateTime,Date,Time,StationName,GroupName,Latitude,Longitude,Benthic Classification Name,Benthic Classification Code,Count,Comments,Active Construction,Algae Color,Algae Located,Aquatic Veg/Decaying Matter,Area 1 Sampled,Barriers To Fish Movement,Bottom Type,Channel Width,Collection Time (Net 1),Collection Time (Net 2),Collection Time (Net 3),Collection Time (Net 4),Cropland,Define Other Bank Composition,Define Other Land Use,Define Other Organism,Describe the Amount and Type of Litter,Fields,Fish Water Quality Indicators,Forest,Housing Development,Indicate Current and Potential Threats,Livestock Pasture,Logging,Mining,Odor,Oil and Gas Drilling,Other Land Use,Percent Algae,Percent Bare Soil,Percent Boulders,Percent Cobbles,Percent Grass,Percent Gravel,Percent Other,Percent Rocks,Percent Sand,Percent Shrubs,Percent Silt,Percent Trees,Sanitary Landfill,Silt/Sand/Gravel,Snags/Logs Jabs,Snags/Logs,Stability of Stream,Stream Bed Deposit,Stream Channel Erosion,Stream Channel Shade,Stream Flow,Surface Water Appearance,Trash Dump,Urban Uses,Vegetated Jabs,Vegetated,Weather Conditions,Weather Last 72 Hours
2016-01-14T09:00:00,1/14/2016,9:00:00,09-PL22-Sna-DR29,Reston Association,38.9366922,-77.3588976,Mayflies,M,0,,,Light Green,In Spots,,,No Barriers,Rocky,9.75,21-89,,,,,,,,Shoe sole,,No Fish,Moderate,High,There is a lot of litter that comes from the pedestrians from the adjacent trails and that which is carried by runoff from the adjacent village center. ,,,,No Odor,,,30,10,15,40,30,40,0,0,5,30,0,30,,,,,No Spots,Other,Moderate,High,Normal,Clear,,High,,,,Today: Hi 50
2016-01-14T09:00:00,1/14/2016,9:00:00,09-PL22-Sna-DR29,Reston Association,38.9366922,-77.3588976,Most Caddisflies,MC,0,,,Light Green,In Spots,,,No Barriers,Rocky,9.75,21-89,,,,,,,,Shoe sole,,No Fish,Moderate,High,There is a lot of litter that comes from the pedestrians from the adjacent trails and that which is carried by runoff from the adjacent village center. ,,,,No Odor,,,30,10,15,40,30,40,0,0,5,30,0,30,,,,,No Spots,Other,Moderate,High,Normal,Clear,,High,,,,Today: Hi 50
2016-01-14T09:00:00,1/14/2016,9:00:00,09-PL22-Sna-DR29,Reston Association,38.9366922,-77.3588976,Most True Flies,MTF,0,,,Light Green,In Spots,,,No Barriers,Rocky,9.75,21-89,,,,,,,,Shoe sole,,No Fish,Moderate,High,There is a lot of litter that comes from the pedestrians from the adjacent trails and that which is carried by runoff from the adjacent village center. ,,,,No Odor,,,30,10,15,40,30,40,0,0,5,30,0,30,,,,,No Spots,Other,Moderate,High,Normal,Clear,,High,,,,Today: Hi 50
2016-01-14T09:00:00,1/14/2016,9:00:00,09-PL22-Sna-DR29,Reston Association,38.9366922,-77.3588976,Other Organisms,OO,0,,,Light Green,In Spots,,,No Barriers,Rocky,9.75,21-89,,,,,,,,Shoe sole,,No Fish,Moderate,High,There is a lot of litter that comes from the pedestrians from the adjacent trails and that which is carried by runoff from the adjacent village center. ,,,,No Odor,,,30,10,15,40,30,40,0,0,5,30,0,30,,,,,No Spots,Other,Moderate,High,Normal,Clear,,High,,,,Today: Hi 50
2016-01-14T09:00:00,1/14/2016,9:00:00,09-PL22-Sna-DR29,Reston Association,38.9366922,-77.3588976,Sowbugs,SB,0,,,Light Green,In Spots,,,No Barriers,Rocky,9.75,21-89,,,,,,,,Shoe sole,,No Fish,Moderate,High,There is a lot of litter that comes from the pedestrians from the adjacent trails and that which is carried by runoff from the adjacent village center. ,,,,No Odor,,,30,10,15,40,30,40,0,0,5,30,0,30,,,,,No Spots,Other,Moderate,High,Normal,Clear,,High,,,,Today: Hi 50
2016-01-14T09:00:00,1/14/2016,9:00:00,09-PL22-Sna-DR29,Reston Association,38.9366922,-77.3588976,Scuds,SC,0,,,Light Green,In Spots,,,No Barriers,Rocky,9.75,21-89,,,,,,,,Shoe sole,,No Fish,Moderate,High,There is a lot of litter that comes from the pedestrians from the adjacent trails and that which is carried by runoff from the adjacent village center. ,,,,No Odor,,,30,10,15,40,30,40,0,0,5,30,0,30,,,,,No Spots,Other,Moderate,High,Normal,Clear,,High,,,,Today: Hi 50
2016-01-14T09:00:00,1/14/2016,9:00:00,09-PL22-Sna-DR29,Reston Association,38.9366922,-77.3588976,Stoneflies,SF,0,,,Light Green,In Spots,,,No Barriers,Rocky,9.75,21-89,,,,,,,,Shoe sole,,No Fish,Moderate,High,There is a lot of litter that comes from the pedestrians from the adjacent trails and that which is carried by runoff from the adjacent village center. ,,,,No Odor,,,30,10,15,40,30,40,0,0,5,30,0,30,,,,,No Spots,Other,Moderate,High,Normal,Clear,,High,,,,Today: Hi 50
2016-01-14T09:00:00,1/14/2016,9:00:00,09-PL22-Sna-DR29,Reston Association,38.9366922,-77.3588976,Lunged Snails,LS,50,,,Light Green,In Spots,,,No Barriers,Rocky,9.75,21-89,,,,,,,,Shoe sole,,No Fish,Moderate,High,There is a lot of litter that comes from the pedestrians from the adjacent trails and that which is carried by runoff from the adjacent village center. ,,,,No Odor,,,30,10,15,40,30,40,0,0,5,30,0,30,,,,,No Spots,Other,Moderate,High,Normal,Clear,,High,,,,Today: Hi 50
2016-01-14T09:00:00,1/14/2016,9:00:00,09-PL22-Sna-DR29,Reston Association,38.9366922,-77.3588976,Worms,W,119,,,Light Green,In Spots,,,No Barriers,Rocky,9.75,21-89,,,,,,,,Shoe sole,,No Fish,Moderate,High,There is a lot of litter that comes from the pedestrians from the adjacent trails and that which is carried by runoff from the adjacent village center. ,,,,No Odor,,,30,10,15,40,30,40,0,0,5,30,0,30,,,,,No Spots,Other,Moderate,High,Normal,Clear,,High,,,,Today: Hi 50
2016-01-14T09:00:00,1/14/2016,9:00:00,09-PL22-Sna-DR29,Reston Association,38.9366922,-77.3588976,Midges,MI,123,,,Light Green,In Spots,,,No Barriers,Rocky,9.75,21-89,,,,,,,,Shoe sole,,No Fish,Moderate,High,There is a lot of litter that comes from the pedestrians from the adjacent trails and that which is carried by runoff from the adjacent village center. ,,,,No Odor,,,30,10,15,40,30,40,0,0,5,30,0,30,,,,,No Spots,Other,Moderate,High,Normal,Clear,,High,,,,Today: Hi 50
2016-01-15T09:00:00,1/15/2016,9:00:00,09-PL21-Sug-SLR4,Reston Association,38.9787922,-77.3643976,Crayfish,C,0,,,Brown Coated,In Spots,,,No Barriers,Rocky,8,90,90,,,,,,,No litter found at site.,,Scattered Individuals,Moderate,Moderate,There is some erosion due to runoff from the pathway between the bridge and the fire hydrant. Although no litter was found,,,,No Odor,,,25,15,10,35,15,20,0,10,10,20,5,40,,,,,A Few Spots,Silt,Moderate,Slight,Normal,Clear But Tea-Colored,,Slight,,,,Today: Hi 45
2016-01-15T09:00:00,1/15/2016,9:00:00,09-PL21-Sug-SLR4,Reston Association,38.9787922,-77.3643976,Clams,CL,0,,,Brown Coated,In Spots,,,No Barriers,Rocky,8,90,90,,,,,,,No litter found at site.,,Scattered Individuals,Moderate,Moderate,There is some erosion due to runoff from the pathway between the bridge and the fire hydrant. Although no litter was found,,,,No Odor,,,25,15,10,35,15,20,0,10,10,20,5,40,,,,,A Few Spots,Silt,Moderate,Slight,Normal,Clear But Tea-Colored,,Slight,,,,Today: Hi 45
2016-01-15T09:00:00,1/15/2016,9:00:00,09-PL21-Sug-SLR4,Reston Association,38.9787922,-77.3643976,"Hellgrammites, Fishflies, and Alderflies",HFA,0,,,Brown Coated,In Spots,,,No Barriers,Rocky,8,90,90,,,,,,,No litter found at site.,,Scattered Individuals,Moderate,Moderate,There is some erosion due to runoff from the pathway between the bridge and the fire hydrant. Although no litter was found,,,,No Odor,,,25,15,10,35,15,20,0,10,10,20,5,40,,,,,A Few Spots,Silt,Moderate,Slight,Normal,Clear But Tea-Colored,,Slight,,,,Today: Hi 45
2016-01-15T09:00:00,1/15/2016,9:00:00,09-PL21-Sug-SLR4,Reston Association,38.9787922,-77.3643976,Leeches,L,0,,,Brown Coated,In Spots,,,No Barriers,Rocky,8,90,90,,,,,,,No litter found at site.,,Scattered Individuals,Moderate,Moderate,There is some erosion due to runoff from the pathway between the bridge and the fire hydrant. Although no litter was found,,,,No Odor,,,25,15,10,35,15,20,0,10,10,20,5,40,,,,,A Few Spots,Silt,Moderate,Slight,Normal,Clear But Tea-Colored,,Slight,,,,Today: Hi 45
2016-01-15T09:00:00,1/15/2016,9:00:00,09-PL21-Sug-SLR4,Reston Association,38.9787922,-77.3643976,Mayflies,M,0,,,Brown Coated,In Spots,,,No Barriers,Rocky,8,90,90,,,,,,,No litter found at site.,,Scattered Individuals,Moderate,Moderate,There is some erosion due to runoff from the pathway between the bridge and the fire hydrant. Although no litter was found,,,,No Odor,,,25,15,10,35,15,20,0,10,10,20,5,40,,,,,A Few Spots,Silt,Moderate,Slight,Normal,Clear But Tea-Colored,,Slight,,,,Today: Hi 45
2016-01-15T09:00:00,1/15/2016,9:00:00,09-PL21-Sug-SLR4,Reston Association,38.9787922,-77.3643976,Other Organisms,OO,0,,,Brown Coated,In Spots,,,No Barriers,Rocky,8,90,90,,,,,,,No litter found at site.,,Scattered Individuals,Moderate,Moderate,There is some erosion due to runoff from the pathway between the bridge and the fire hydrant. Although no litter was found,,,,No Odor,,,25,15,10,35,15,20,0,10,10,20,5,40,,,,,A Few Spots,Silt,Moderate,Slight,Normal,Clear But Tea-Colored,,Slight,,,,Today: Hi 45
2016-01-15T09:00:00,1/15/2016,9:00:00,09-PL21-Sug-SLR4,Reston Association,38.9787922,-77.3643976,Sowbugs,SB,0,,,Brown Coated,In Spots,,,No Barriers,Rocky,8,90,90,,,,,,,No litter found at site.,,Scattered Individuals,Moderate,Moderate,There is some erosion due to runoff from the pathway between the bridge and the fire hydrant. Although no litter was found,,,,No Odor,,,25,15,10,35,15,20,0,10,10,20,5,40,,,,,A Few Spots,Silt,Moderate,Slight,Normal,Clear But Tea-Colored,,Slight,,,,Today: Hi 45
2016-01-15T09:00:00,1/15/2016,9:00:00,09-PL21-Sug-SLR4,Reston Association,38.9787922,-77.3643976,Scuds,SC,0,,,Brown Coated,In Spots,,,No Barriers,Rocky,8,90,90,,,,,,,No litter found at site.,,Scattered Individuals,Moderate,Moderate,There is some erosion due to runoff from the pathway between the bridge and the fire hydrant. Although no litter was found,,,,No Odor,,,25,15,10,35,15,20,0,10,10,20,5,40,,,,,A Few Spots,Silt,Moderate,Slight,Normal,Clear But Tea-Colored,,Slight,,,,Today: Hi 45
2016-01-15T09:00:00,1/15/2016,9:00:00,09-PL21-Sug-SLR4,Reston Association,38.9787922,-77.3643976,Stoneflies,SF,0,,,Brown Coated,In Spots,,,No Barriers,Rocky,8,90,90,,,,,,,No litter found at site.,,Scattered Individuals,Moderate,Moderate,There is some erosion due to runoff from the pathway between the bridge and the fire hydrant. Although no litter was found,,,,No Odor,,,25,15,10,35,15,20,0,10,10,20,5,40,,,,,A Few Spots,Silt,Moderate,Slight,Normal,Clear But Tea-Colored,,Slight,,,,Today: Hi 45
2016-01-15T09:00:00,1/15/2016,9:00:00,09-PL21-Sug-SLR4,Reston Association,38.9787922,-77.3643976,Gilled Snails,GS,1,,,Brown Coated,In Spots,,,No Barriers,Rocky,8,90,90,,,,,,,No litter found at site.,,Scattered Individuals,Moderate,Moderate,There is some erosion due to runoff from the pathway between the bridge and the fire hydrant. Although no litter was found,,,,No Odor,,,25,15,10,35,15,20,0,10,10,20,5,40,,,,,A Few Spots,Silt,Moderate,Slight,Normal,Clear But Tea-Colored,,Slight,,,,Today: Hi 45
2016-01-15T09:00:00,1/15/2016,9:00:00,09-PL21-Sug-SLR4,Reston Association,38.9787922,-77.3643976,Lunged Snails,LS,1,,,Brown Coated,In Spots,,,No Barriers,Rocky,8,90,90,,,,,,,No litter found at site.,,Scattered Individuals,Moderate,Moderate,There is some erosion due to runoff from the pathway between the bridge and the fire hydrant. Although no litter was found,,,,No Odor,,,25,15,10,35,15,20,0,10,10,20,5,40,,,,,A Few Spots,Silt,Moderate,Slight,Normal,Clear But Tea-Colored,,Slight,,,,Today: Hi 45
2016-01-15T09:00:00,1/15/2016,9:00:00,09-PL21-Sug-SLR4,Reston Association,38.9787922,-77.3643976,Most Caddisflies,MC,2,,,Brown Coated,In Spots,,,No Barriers,Rocky,8,90,90,,,,,,,No litter found at site.,,Scattered Individuals,Moderate,Moderate,There is some erosion due to runoff from the pathway between the bridge and the fire hydrant. Although no litter was found,,,,No Odor,,,25,15,10,35,15,20,0,10,10,20,5,40,,,,,A Few Spots,Silt,Moderate,Slight,Normal,Clear But Tea-Colored,,Slight,,,,Today: Hi 45
2016-01-15T09:00:00,1/15/2016,9:00:00,09-PL21-Sug-SLR4,Reston Association,38.9787922,-77.3643976,Dragonflies and Damselflies,DD,3,,,Brown Coated,In Spots,,,No Barriers,Rocky,8,90,90,,,,,,,No litter found at site.,,Scattered Individuals,Moderate,Moderate,There is some erosion due to runoff from the pathway between the bridge and the fire hydrant. Although no litter was found,,,,No Odor,,,25,15,10,35,15,20,0,10,10,20,5,40,,,,,A Few Spots,Silt,Moderate,Slight,Normal,Clear But Tea-Colored,,Slight,,,,Today: Hi 45
2016-01-15T09:00:00,1/15/2016,9:00:00,09-PL21-Sug-SLR4,Reston Association,38.9787922,-77.3643976,Blackflies,BF,5,,,Brown Coated,In Spots,,,No Barriers,Rocky,8,90,90,,,,,,,No litter found at site.,,Scattered Individuals,Moderate,Moderate,There is some erosion due to runoff from the pathway between the bridge and the fire hydrant. Although no litter was found,,,,No Odor,,,25,15,10,35,15,20,0,10,10,20,5,40,,,,,A Few Spots,Silt,Moderate,Slight,Normal,Clear But Tea-Colored,,Slight,,,,Today: Hi 45
2016-01-15T09:00:00,1/15/2016,9:00:00,09-PL21-Sug-SLR4,Reston Association,38.9787922,-77.3643976,Beetles,B,6,,,Brown Coated,In Spots,,,No Barriers,Rocky,8,90,90,,,,,,,No litter found at site.,,Scattered Individuals,Moderate,Moderate,There is some erosion due to runoff from the pathway between the bridge and the fire hydrant. Although no litter was found,,,,No Odor,,,25,15,10,35,15,20,0,10,10,20,5,40,,,,,A Few Spots,Silt,Moderate,Slight,Normal,Clear But Tea-Colored,,Slight,,,,Today: Hi 45
2016-01-15T09:00:00,1/15/2016,9:00:00,09-PL21-Sug-SLR4,Reston Association,38.9787922,-77.3643976,Most True Flies,MTF,10,,,Brown Coated,In Spots,,,No Barriers,Rocky,8,90,90,,,,,,,No litter found at site.,,Scattered Individuals,Moderate,Moderate,There is some erosion due to runoff from the pathway between the bridge and the fire hydrant. Although no litter was found,,,,No Odor,,,25,15,10,35,15,20,0,10,10,20,5,40,,,,,A Few Spots,Silt,Moderate,Slight,Normal,Clear But Tea-Colored,,Slight,,,,Today: Hi 45
2016-01-15T09:00:00,1/15/2016,9:00:00,09-PL21-Sug-SLR4,Reston Association,38.9787922,-77.3643976,Flatworms,F,39,,,Brown Coated,In Spots,,,No Barriers,Rocky,8,90,90,,,,,,,No litter found at site.,,Scattered Individuals,Moderate,Moderate,There is some erosion due to runoff from the pathway between the bridge and the fire hydrant. Although no litter was found,,,,No Odor,,,25,15,10,35,15,20,0,10,10,20,5,40,,,,,A Few Spots,Silt,Moderate,Slight,Normal,Clear But Tea-Colored,,Slight,,,,Today: Hi 45
2016-01-15T09:00:00,1/15/2016,9:00:00,09-PL21-Sug-SLR4,Reston Association,38.9787922,-77.3643976,Midges,MI,49,,,Brown Coated,In Spots,,,No Barriers,Rocky,8,90,90,,,,,,,No litter found at site.,,Scattered Individuals,Moderate,Moderate,There is some erosion due to runoff from the pathway between the bridge and the fire hydrant. Although no litter was found,,,,No Odor,,,25,15,10,35,15,20,0,10,10,20,5,40,,,,,A Few Spots,Silt,Moderate,Slight,Normal,Clear But Tea-Colored,,Slight,,,,Today: Hi 45
2016-01-15T09:00:00,1/15/2016,9:00:00,09-PL21-Sug-SLR4,Reston Association,38.9787922,-77.3643976,Worms,W,81,,,Brown Coated,In Spots,,,No Barriers,Rocky,8,90,90,,,,,,,No litter found at site.,,Scattered Individuals,Moderate,Moderate,There is some erosion due to runoff from the pathway between the bridge and the fire hydrant. Although no litter was found,,,,No Odor,,,25,15,10,35,15,20,0,10,10,20,5,40,,,,,A Few Spots,Silt,Moderate,Slight,Normal,Clear But Tea-Colored,,Slight,,,,Today: Hi 45
2016-01-15T09:00:00,1/15/2016,9:00:00,09-PL21-Sug-SLR4,Reston Association,38.9787922,-77.3643976,Common Netspinners,CN,232,,,Brown Coated,In Spots,,,No Barriers,Rocky,8,90,90,,,,,,,No litter found at site.,,Scattered Individuals,Moderate,Moderate,There is some erosion due to runoff from the pathway between the bridge and the fire hydrant. Although no litter was found,,,,No Odor,,,25,15,10,35,15,20,0,10,10,20,5,40,,,,,A Few Spots,Silt,Moderate,Slight,Normal,Clear But Tea-Colored,,Slight,,,,Today: Hi 45
2016-02-20T09:00:00,2/20/2016,9:00:00,09-PL22-Sna-DR19,Reston Association,38.9298922,-77.3458976,Crayfish,C,0,,Slight,Dark Green,In Spots,,,No Barriers,Rocky,10,21-89,21-89,21-89,,,,Dog Walkers/Recreation,,Water bottles,,Scattered Schools,Moderate,Moderate,Additional litter getting into stream from surrounding areas,,,,No Odor,,Slight,10,20,5,35,15,50,0,20,5,5,5,40,,,,,No Spots,Orange Red,Slight,Slight,Normal,Clear But Tea-Colored,,Moderate,,,,Saturday
2016-02-20T09:00:00,2/20/2016,9:00:00,09-PL22-Sna-DR19,Reston Association,38.9298922,-77.3458976,Clams,CL,0,,Slight,Dark Green,In Spots,,,No Barriers,Rocky,10,21-89,21-89,21-89,,,,Dog Walkers/Recreation,,Water bottles,,Scattered Schools,Moderate,Moderate,Additional litter getting into stream from surrounding areas,,,,No Odor,,Slight,10,20,5,35,15,50,0,20,5,5,5,40,,,,,No Spots,Orange Red,Slight,Slight,Normal,Clear But Tea-Colored,,Moderate,,,,Saturday
2016-02-20T09:00:00,2/20/2016,9:00:00,09-PL22-Sna-DR19,Reston Association,38.9298922,-77.3458976,Flatworms,F,0,,Slight,Dark Green,In Spots,,,No Barriers,Rocky,10,21-89,21-89,21-89,,,,Dog Walkers/Recreation,,Water bottles,,Scattered Schools,Moderate,Moderate,Additional litter getting into stream from surrounding areas,,,,No Odor,,Slight,10,20,5,35,15,50,0,20,5,5,5,40,,,,,No Spots,Orange Red,Slight,Slight,Normal,Clear But Tea-Colored,,Moderate,,,,Saturday
2016-02-20T09:00:00,2/20/2016,9:00:00,09-PL22-Sna-DR19,Reston Association,38.9298922,-77.3458976,Gilled Snails,GS,0,,Slight,Dark Green,In Spots,,,No Barriers,Rocky,10,21-89,21-89,21-89,,,,Dog Walkers/Recreation,,Water bottles,,Scattered Schools,Moderate,Moderate,Additional litter getting into stream from surrounding areas,,,,No Odor,,Slight,10,20,5,35,15,50,0,20,5,5,5,40,,,,,No Spots,Orange Red,Slight,Slight,Normal,Clear But Tea-Colored,,Moderate,,,,Saturday
2016-02-20T09:00:00,2/20/2016,9:00:00,09-PL22-Sna-DR19,Reston Association,38.9298922,-77.3458976,"Hellgrammites, Fishflies, and Alderflies",HFA,0,,Slight,Dark Green,In Spots,,,No Barriers,Rocky,10,21-89,21-89,21-89,,,,Dog Walkers/Recreation,,Water bottles,,Scattered Schools,Moderate,Moderate,Additional litter getting into stream from surrounding areas,,,,No Odor,,Slight,10,20,5,35,15,50,0,20,5,5,5,40,,,,,No Spots,Orange Red,Slight,Slight,Normal,Clear But Tea-Colored,,Moderate,,,,Saturday
2016-02-20T09:00:00,2/20/2016,9:00:00,09-PL22-Sna-DR19,Reston Association,38.9298922,-77.3458976,Leeches,L,0,,Slight,Dark Green,In Spots,,,No Barriers,Rocky,10,21-89,21-89,21-89,,,,Dog Walkers/Recreation,,Water bottles,,Scattered Schools,Moderate,Moderate,Additional litter getting into stream from surrounding areas,,,,No Odor,,Slight,10,20,5,35,15,50,0,20,5,5,5,40,,,,,No Spots,Orange Red,Slight,Slight,Normal,Clear But Tea-Colored,,Moderate,,,,Saturday
2016-02-20T09:00:00,2/20/2016,9:00:00,09-PL22-Sna-DR19,Reston Association,38.9298922,-77.3458976,Mayflies,M,0,,Slight,Dark Green,In Spots,,,No Barriers,Rocky,10,21-89,21-89,21-89,,,,Dog Walkers/Recreation,,Water bottles,,Scattered Schools,Moderate,Moderate,Additional litter getting into stream from surrounding areas,,,,No Odor,,Slight,10,20,5,35,15,50,0,20,5,5,5,40,,,,,No Spots,Orange Red,Slight,Slight,Normal,Clear But Tea-Colored,,Moderate,,,,Saturday
2016-02-20T09:00:00,2/20/2016,9:00:00,09-PL22-Sna-DR19,Reston Association,38.9298922,-77.3458976,Other Organisms,OO,0,,Slight,Dark Green,In Spots,,,No Barriers,Rocky,10,21-89,21-89,21-89,,,,Dog Walkers/Recreation,,Water bottles,,Scattered Schools,Moderate,Moderate,Additional litter getting into stream from surrounding areas,,,,No Odor,,Slight,10,20,5,35,15,50,0,20,5,5,5,40,,,,,No Spots,Orange Red,Slight,Slight,Normal,Clear But Tea-Colored,,Moderate,,,,Saturday
2016-02-20T09:00:00,2/20/2016,9:00:00,09-PL22-Sna-DR19,Reston Association,38.9298922,-77.3458976,Sowbugs,SB,0,,Slight,Dark Green,In Spots,,,No Barriers,Rocky,10,21-89,21-89,21-89,,,,Dog Walkers/Recreation,,Water bottles,,Scattered Schools,Moderate,Moderate,Additional litter getting into stream from surrounding areas,,,,No Odor,,Slight,10,20,5,35,15,50,0,20,5,5,5,40,,,,,No Spots,Orange Red,Slight,Slight,Normal,Clear But Tea-Colored,,Moderate,,,,Saturday
